3023 獺ü -- 20170528-99999999																				
																				
るら	秨絃基(じ)	程蔼基(じ)	程基(じ)	Μ絃基(じ)	Θユ秖()	Θユ(じ)	厨筍瞯	秅锣瞯	瑈硄计()	カ(κ窾じ)	程处ボ禦基	程处ボ芥基	厨筍瞯-Ln	カゑ	Θユゑ	Θユ掸计(掸)	セ痲ゑ-TSE	セ痲ゑ-TEJ	基瞓ゑ-TSE	基瞓ゑ-TEJ
2019/11/21	114	115.5	113.5	114	860 	"98,451"	-0.4367	0.3697	"232,636"	"26,520"	114	114.5	-0.4376	0.076	0.092	583	15.81	16.7024	3.59	3.966
2019/11/20	114	114.5	112.5	114.5	522 	"59,228"	0.8811	0.2244	"232,636"	"26,636"	114	114.5	0.8772	0.076	0.056	277	15.88	16.7756	3.6	3.9834
2019/11/19	114.5	115.5	112.5	113.5	433 	"49,351"	-1.3043	0.1861	"232,636"	"26,404"	113	113.5	-1.3129	0.075	0.044	379	15.74	16.6291	3.57	3.9486
2019/11/18	116	116	114.5	115	454 	"52,283"	-0.4329	0.1952	"232,636"	"26,753"	114.5	115	-0.4338	0.077	0.052	396	15.95	16.8489	3.62	4.0008
2019/11/15	113	116	113	115.5	711 	"81,658"	2.2124	0.3056	"232,636"	"26,869"	115	115.5	2.1883	0.077	0.066	409	16.02	16.9221	3.64	4.0182
2019/11/14	114	114	111.5	113	1150 	"129,455"	-1.7391	0.4943	"232,636"	"26,287"	112.5	113	-1.7544	0.076	0.104	937	15.67	16.5559	3.56	3.9312
2019/11/13	115	117	115	115	363 	"42,004"	0	0.156	"232,636"	"26,753"	115	115.5	0	0.077	0.039	313	15.95	16.8489	3.62	4.0008
2019/11/12	115	117	115	115	454 	"52,615"	0	0.1952	"232,636"	"26,753"	115	115.5	0	0.077	0.048	407	15.95	16.8489	3.62	4.0008
2019/11/11	117.5	117.5	114.5	115	724 	"83,585"	-2.1277	0.3112	"232,636"	"26,753"	114.5	115	-2.1506	0.078	0.06	518	15.95	16.8489	3.62	4.0008
2019/11/8	118	118.5	117	117.5	425 	"49,940"	0	0.1827	"232,636"	"27,334"	117.5	118	0	0.078	0.038	370	16.3	17.2152	3.7	4.0878
2019/11/7	118	118.5	117	117.5	698 	"82,314"	-0.8439	0.3	"232,636"	"27,334"	117.5	118	-0.8475	0.078	0.062	541	16.3	17.2068	3.7	4.0858
2019/11/6	120	120	118	118.5	1663 	"198,124"	-2.8689	0.7149	"232,636"	"27,567"	118.5	119	-2.9108	0.079	0.133	"1,186"	16.44	17.3532	3.73	4.1206
2019/11/5	121	122.5	120	122	1044 	"126,987"	0.8264	0.4488	"232,636"	"28,381"	121.5	122	0.823	0.081	0.091	429	16.92	17.8658	3.84	4.2423
2019/11/4	121	121.5	120.5	121	870 	"105,249"	0.8333	0.374	"232,636"	"28,148"	120.5	121	0.8299	0.081	0.074	572	16.78	17.7193	3.81	4.2075
2019/11/1	122.5	123	119.5	120	1462 	"176,176"	-2.439	0.6284	"232,636"	"27,916"	119.5	120	-2.4693	0.081	0.142	"1,008"	16.64	17.5729	3.78	4.1727
2019/10/31	124	124.5	122	123	676 	"83,260"	-1.2048	0.2906	"232,636"	"28,614"	122.5	123	-1.2121	0.084	0.057	584	17.06	18.0122	3.87	4.2771
2019/10/30	122	124.5	122	124.5	661 	"81,665"	2.0492	0.2843	"232,523"	"28,949"	124	124.5	2.0285	0.085	0.071	521	17.27	18.2319	3.92	4.3292
2019/10/29	125.5	126	121.5	122	2161 	"264,676"	-2.008	0.9294	"232,523"	"28,367"	122	122.5	-2.0285	0.083	0.194	"1,222"	16.92	17.8658	3.84	4.2423
2019/10/28	126.5	127	124	124.5	1052 	"132,053"	-0.7968	0.4524	"232,523"	"28,949"	124	124.5	-0.8	0.085	0.124	759	17.27	18.2319	3.92	4.3292
2019/10/25	126	126	124.5	125.5	391 	"49,102"	-0.3968	0.1682	"232,523"	"29,181"	125	125.5	-0.3976	0.086	0.042	310	17.41	18.3783	3.95	4.364
2019/10/24	123	126	123	126	1483 	"184,877"	2.439	0.6378	"232,523"	"29,297"	125.5	126	2.4098	0.086	0.143	"1,103"	18.23	18.4515	4.32	4.3814
2019/10/23	123	123.5	122.5	123	1007 	"124,135"	-0.8065	0.4331	"232,523"	"28,600"	123	123.5	-0.8097	0.085	0.096	849	17.8	18.0122	4.21	4.2771
